id,year,sex_label,sex,marital_status,marital_satisfaction,ideal_number_of_children,extramarital_affair_label,extramarital_affair,health_label,health,happiness_label,happiness,perfectlyPredictableHappiness
2345,2002,Male,1,Divorced,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
2350,2002,Male,1,Divorced,NA,NA,Yes,1,Excellent,5,NA,NA,NA
2352,2002,Female,-1,Married,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
2357,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2358,2002,Male,1,Never married,NA,2,NA,NA,Fair,2,NA,NA,NA
2359,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2360,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
2363,2002,Female,-1,Widowed,NA,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
2365,2002,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
2366,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2368,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2371,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
2372,2002,Female,-1,Married,3,NA,No,-1,Very good,4,NA,NA,NA
2373,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
2381,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
2385,2002,Female,-1,Married,3,NA,No,-1,Good,3,NA,NA,NA
2387,2002,Male,1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
2389,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
2393,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2403,2002,Female,-1,Widowed,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2413,2002,Male,1,Married,2,2,No,-1,Good,3,NA,NA,NA
2415,2002,Female,-1,Widowed,NA,NA,No,-1,Fair,2,Neither happy nor unhappy,4,5.171761269472839
2419,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
2423,2002,Male,1,Married,3,NA,No,-1,Excellent,5,NA,NA,NA
2424,2002,Male,1,Married,NA,NA,NA,NA,Fair,2,NA,NA,NA
2425,2002,Male,1,Married,NA,NA,NA,NA,Fair,2,NA,NA,NA
2427,2002,Female,-1,Divorced,NA,2,NA,NA,Fair,2,NA,NA,NA
2428,2002,Male,1,Divorced,NA,NA,No,-1,Good,3,NA,NA,NA
2429,2002,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
2430,2002,Female,-1,Divorced,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
2432,2002,Female,-1,Married,2,2,No,-1,Fair,2,NA,NA,NA
2434,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Fairly happy,5,5.653279112859485
2437,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
2438,2002,Female,-1,Married,3,2,No,-1,Very good,4,NA,NA,NA
2439,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
2442,2002,Female,-1,Divorced,NA,NA,No,-1,Very good,4,NA,NA,NA
2443,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
2445,2002,Male,1,Married,3,NA,No,-1,Excellent,5,NA,NA,NA
2446,2002,Female,-1,Married,NA,NA,Yes,1,Fair,2,Fairly happy,5,5.171761269472838
2450,2002,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
2452,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
2456,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2460,2002,Male,1,Married,NA,NA,Yes,1,Excellent,5,Fairly happy,5,5.894038034552808
2464,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Completely happy,7,5.894038034552808
2465,2002,Male,1,Married,3,2,No,-1,Excellent,5,NA,NA,NA
2466,2002,Female,-1,Married,1,2,No,-1,Fair,2,NA,NA,NA
2473,2002,Female,-1,Widowed,NA,NA,NA,NA,NA,NA,NA,NA,NA
2474,2002,Female,-1,Widowed,NA,NA,NA,NA,Poor,1,NA,NA,NA
2481,2002,Male,1,Married,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
2483,2002,Female,-1,Married,3,3,No,-1,Very good,4,NA,NA,NA
2488,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Completely happy,7,5.894038034552808
2490,2002,Male,1,Widowed,NA,NA,No,-1,Poor,1,Fairly happy,5,4.931002347779515
2491,2002,Male,1,Married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2493,2002,Female,-1,Married,3,3,NA,NA,Excellent,5,NA,NA,NA
2495,2002,Female,-1,Married,3,NA,NA,NA,Excellent,5,NA,NA,NA
2496,2002,Male,1,Widowed,NA,NA,NA,NA,Very good,4,NA,NA,NA
2502,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2507,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
2514,2002,Male,1,Married,3,3,NA,NA,NA,NA,NA,NA,NA
2515,2002,Male,1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2518,2002,Female,-1,Widowed,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
2520,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Fairly happy,5,5.412520191166162
2521,2002,Female,-1,Widowed,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,2002,Female,-1,Widowed,NA,NA,NA,NA,Very good,4,NA,NA,NA
2533,2002,Male,1,Divorced,NA,NA,Yes,1,Very good,4,Neither happy nor unhappy,4,5.653279112859485
2534,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Fairly unhappy,3,5.412520191166161
2536,2002,Female,-1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
2539,2002,Female,-1,Married,2,NA,No,-1,Excellent,5,NA,NA,NA
2541,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2553,2002,Male,1,Never married,NA,3,NA,NA,Very good,4,NA,NA,NA
2556,2002,Female,-1,Divorced,NA,NA,NA,NA,Good,3,NA,NA,NA
2557,2002,Female,-1,Never married,NA,1,NA,NA,Poor,1,NA,NA,NA
2559,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
2560,2002,Female,-1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
2561,2002,Female,-1,Separated,NA,2,No,-1,NA,NA,NA,NA,NA
2566,2002,Female,-1,Married,NA,NA,NA,NA,Good,3,NA,NA,NA
2567,2002,Female,-1,Divorced,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
2569,2002,Male,1,Married,NA,NA,NA,NA,Good,3,NA,NA,NA
2573,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
2576,2002,Male,1,Separated,NA,3,No,-1,NA,NA,NA,NA,NA
2580,2002,Female,-1,Married,NA,NA,NA,NA,Dont know,NA,NA,NA,NA
2582,2002,Male,1,Divorced,NA,NA,NA,NA,Excellent,5,NA,NA,NA
2593,2002,Female,-1,Married,3,NA,NA,NA,Fair,2,NA,NA,NA
2595,2002,Female,-1,Divorced,NA,NA,Yes,1,Good,3,Fairly happy,5,5.412520191166162
2597,2002,Female,-1,Divorced,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
2598,2002,Male,1,Married,2,3,No,-1,Good,3,NA,NA,NA
2599,2002,Female,-1,Divorced,NA,NA,No,-1,Good,3,NA,NA,NA
2601,2002,Male,1,Married,2,2,No,-1,Good,3,NA,NA,NA
2611,2002,Female,-1,Married,2,2,No,-1,Very good,4,NA,NA,NA
2612,2002,Male,1,Married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2613,2002,Male,1,Divorced,NA,2,NA,NA,Excellent,5,NA,NA,NA
2614,2002,Male,1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
2619,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2620,2002,Female,-1,Married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
2622,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2624,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
2629,2002,Female,-1,Married,2,2,NA,NA,Excellent,5,NA,NA,NA
2633,2002,Female,-1,Divorced,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
2637,2002,Female,-1,Married,2,3,No,-1,NA,NA,NA,NA,NA
2638,2002,Male,1,Widowed,NA,NA,NA,NA,Very good,4,NA,NA,NA
2644,2002,Female,-1,Married,3,3,NA,NA,Very good,4,NA,NA,NA
2645,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2646,2002,Male,1,Never married,NA,NA,NA,NA,Excellent,5,Neither happy nor unhappy,4,5.894038034552808
2648,2002,Female,-1,Never married,NA,2,NA,NA,NA,NA,NA,NA,NA
2653,2002,Male,1,Married,NA,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
2658,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
2660,2002,Female,-1,Widowed,NA,3,No,-1,Very good,4,NA,NA,NA
2665,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2669,2002,Female,-1,Widowed,NA,NA,No,-1,Good,3,Neither happy nor unhappy,4,5.412520191166162
2681,2002,Male,1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
2694,2002,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
2701,2002,Male,1,Married,NA,NA,No,-1,Good,3,Very happy,6,5.412520191166161
2703,2002,Male,1,Separated,NA,NA,Yes,1,NA,NA,NA,NA,NA
2705,2002,Female,-1,Divorced,NA,3,Yes,1,NA,NA,NA,NA,NA
2706,2002,Female,-1,Widowed,NA,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
2709,2002,Male,1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2711,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2712,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
2718,2002,Male,1,Divorced,NA,NA,Yes,1,NA,NA,NA,NA,NA
2719,2002,Female,-1,Never married,NA,NA,NA,NA,Very good,4,NA,NA,NA
2726,2002,Male,1,Married,3,2,No,-1,Fair,2,NA,NA,NA
2730,2002,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,NA,NA,NA
2737,2002,Female,-1,Married,NA,NA,Yes,1,Very good,4,Very happy,6,5.653279112859485
2738,2002,Female,-1,Married,2,3,No,-1,Very good,4,NA,NA,NA
2739,2002,Female,-1,Widowed,NA,NA,No,-1,Good,3,NA,NA,NA
2745,2002,Male,1,Never married,NA,NA,NA,NA,Good,3,Very unhappy,2,5.412520191166161
2749,2002,Female,-1,Widowed,NA,NA,No,-1,Very good,4,Fairly happy,5,5.653279112859485
2751,2002,Female,-1,Married,1,3,No,-1,NA,NA,NA,NA,NA
2753,2002,Female,-1,Married,NA,NA,No,-1,Excellent,5,Very happy,6,5.894038034552808
2758,2002,Male,1,Divorced,NA,NA,Yes,1,Very good,4,Fairly happy,5,5.653279112859485
2760,2002,Female,-1,Divorced,NA,NA,Yes,1,Good,3,Fairly happy,5,5.412520191166162
2762,2002,Male,1,Married,NA,NA,No,-1,Very good,4,Fairly unhappy,3,5.653279112859485
2763,2002,Female,-1,Married,NA,NA,No,-1,Fair,2,Very happy,6,5.171761269472838
6,2012,Female,-1,Widowed,NA,2,NA,NA,Poor,1,Fairly happy,5,4.931002347779515
15,2012,Male,1,Never married,NA,4,NA,NA,Excellent,5,Neither happy nor unhappy,4,5.894038034552808
17,2012,Male,1,Married,3,2,No,-1,Very good,4,Very happy,6,5.653279112859485
22,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2012,Male,1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
24,2012,Female,-1,Married,3,2,NA,NA,Very good,4,Very happy,6,5.653279112859485
26,2012,Female,-1,Married,2,NA,NA,NA,NA,NA,NA,NA,NA
28,2012,Male,1,Married,3,4,No,-1,Excellent,5,Completely happy,7,5.894038034552808
31,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2012,Male,1,Married,3,1,No,-1,Excellent,5,Very happy,6,5.894038034552808
38,2012,Female,-1,Never married,NA,3,NA,NA,Very good,4,Completely happy,7,5.653279112859485
39,2012,Female,-1,Never married,NA,3,NA,NA,Good,3,Very happy,6,5.412520191166161
40,2012,Female,-1,Never married,NA,2,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
41,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
42,2012,Female,-1,Divorced,NA,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
46,2012,Female,-1,Married,3,3,NA,NA,Good,3,Very happy,6,5.412520191166161
47,2012,Female,-1,Married,3,NA,NA,NA,NA,NA,NA,NA,NA
55,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
57,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
58,2012,Female,-1,Divorced,NA,4,No,-1,Fair,2,Fairly happy,5,5.171761269472838
59,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2012,Female,-1,Widowed,NA,2,No,-1,Good,3,Fairly happy,5,5.412520191166162
65,2012,Male,1,Married,1,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
67,2012,Female,-1,Divorced,NA,2,NA,NA,Fair,2,Neither happy nor unhappy,4,5.171761269472839
70,2012,Female,-1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
73,2012,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
77,2012,Female,-1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
83,2012,Male,1,Married,3,2,No,-1,Very good,4,Very happy,6,5.653279112859485
84,2012,Female,-1,Divorced,NA,NA,Yes,1,NA,NA,NA,NA,NA
87,2012,Female,-1,Married,1,NA,No,-1,NA,NA,NA,NA,NA
88,2012,Female,-1,Never married,NA,3,NA,NA,Excellent,5,Fairly happy,5,5.894038034552808
89,2012,Male,1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
93,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
98,2012,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Very happy,6,5.653279112859485
99,2012,Male,1,Divorced,NA,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
104,2012,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
105,2012,Male,1,Never married,NA,3,NA,NA,Excellent,5,Very happy,6,5.894038034552808
106,2012,Male,1,Never married,NA,2,NA,NA,Excellent,5,Fairly happy,5,5.894038034552808
110,2012,Male,1,Never married,NA,4,NA,NA,Excellent,5,Very happy,6,5.894038034552808
115,2012,Female,-1,Never married,NA,4,NA,NA,Very good,4,Neither happy nor unhappy,4,5.653279112859485
116,2012,Male,1,Divorced,NA,2,Yes,1,Very good,4,Completely happy,7,5.653279112859485
118,2012,Female,-1,Married,3,2,No,-1,Good,3,Fairly happy,5,5.412520191166162
123,2012,Male,1,Never married,NA,2,NA,NA,Excellent,5,Very happy,6,5.894038034552808
124,2012,Male,1,Divorced,NA,2,Yes,1,Excellent,5,Fairly happy,5,5.894038034552808
125,2012,Female,-1,Separated,NA,2,Yes,1,Poor,1,Fairly unhappy,3,4.931002347779515
127,2012,Male,1,Married,3,2,No,-1,Excellent,5,Completely happy,7,5.894038034552808
128,2012,Female,-1,Married,1,NA,No,-1,NA,NA,NA,NA,NA
143,2012,Male,1,Divorced,NA,2,Yes,1,Very good,4,Neither happy nor unhappy,4,5.653279112859485
144,2012,Female,-1,Widowed,NA,NA,No,-1,NA,NA,NA,NA,NA
146,2012,Female,-1,Never married,NA,5,NA,NA,Good,3,Very happy,6,5.412520191166161
153,2012,Male,1,Never married,NA,3,NA,NA,Fair,2,Very happy,6,5.171761269472838
155,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2012,Male,1,Never married,NA,3,NA,NA,Excellent,5,Very happy,6,5.894038034552808
176,2012,Male,1,Never married,NA,3,NA,NA,Very good,4,Completely happy,7,5.653279112859485
179,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
181,2012,Female,-1,Married,2,3,No,-1,Good,3,Very happy,6,5.412520191166161
187,2012,Male,1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
188,2012,Female,-1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
190,2012,Female,-1,Married,3,2,No,-1,Good,3,Completely happy,7,5.412520191166162
192,2012,Male,1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
194,2012,Female,-1,Never married,NA,2,NA,NA,Very good,4,Very happy,6,5.653279112859485
195,2012,Female,-1,Married,3,3,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
200,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2012,Male,1,Never married,NA,2,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
205,2012,Male,1,Married,2,3,Yes,1,Very good,4,Fairly happy,5,5.653279112859485
206,2012,Female,-1,Married,3,3,No,-1,Very good,4,Very happy,6,5.653279112859485
208,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
213,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2012,Male,1,Married,3,4,NA,NA,Excellent,5,Very happy,6,5.894038034552808
221,2012,Male,1,Married,2,NA,NA,NA,NA,NA,NA,NA,NA
224,2012,Female,-1,Never married,NA,2,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
230,2012,Female,-1,Married,3,2,No,-1,Fair,2,Very happy,6,5.171761269472838
234,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,2012,Male,1,Married,3,4,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
237,2012,Male,1,Never married,NA,NA,NA,NA,Good,3,Very happy,6,5.412520191166161
238,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2012,Male,1,Married,3,4,NA,NA,Good,3,Very happy,6,5.412520191166161
244,2012,Male,1,Married,3,2,No,-1,Good,3,Very happy,6,5.412520191166161
250,2012,Female,-1,Married,3,2,No,-1,Good,3,Very happy,6,5.412520191166161
252,2012,Female,-1,Married,2,NA,Yes,1,NA,NA,NA,NA,NA
253,2012,Male,1,Never married,NA,3,NA,NA,Good,3,Neither happy nor unhappy,4,5.412520191166162
254,2012,Male,1,Married,3,3,No,-1,Very good,4,Completely happy,7,5.653279112859485
258,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
259,2012,Female,-1,Married,3,3,No,-1,Very good,4,Very happy,6,5.653279112859485
262,2012,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
263,2012,Female,-1,Widowed,NA,2,No,-1,Fair,2,Fairly happy,5,5.171761269472838
265,2012,Female,-1,Widowed,NA,2,No,-1,Excellent,5,Completely happy,7,5.894038034552808
268,2012,Female,-1,Divorced,NA,2,No,-1,Very good,4,Very happy,6,5.653279112859485
271,2012,Female,-1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
276,2012,Male,1,Married,3,3,No,-1,Good,3,Very happy,6,5.412520191166161
280,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
281,2012,Female,-1,Married,3,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
290,2012,Male,1,Married,2,3,No,-1,Very good,4,Very happy,6,5.653279112859485
294,2012,Male,1,Divorced,NA,3,No,-1,Good,3,Fairly happy,5,5.412520191166162
298,2012,Female,-1,Divorced,NA,3,No,-1,Very good,4,Completely unhappy,1,5.653279112859486
306,2012,Male,1,Never married,NA,4,NA,NA,Good,3,Fairly happy,5,5.412520191166162
307,2012,Male,1,Married,1,2,No,-1,Good,3,Fairly unhappy,3,5.412520191166161
314,2012,Male,1,Married,3,2,No,-1,Good,3,Very happy,6,5.412520191166161
323,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
324,2012,Male,1,Married,3,3,No,-1,Very good,4,Completely happy,7,5.653279112859485
325,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
329,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,2012,Female,-1,Never married,NA,NA,NA,NA,Excellent,5,Very happy,6,5.894038034552808
332,2012,Male,1,Never married,NA,2,NA,NA,Good,3,Very happy,6,5.412520191166161
333,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
334,2012,Male,1,Divorced,NA,2,Yes,1,Fair,2,Fairly unhappy,3,5.171761269472838
336,2012,Female,-1,Widowed,NA,4,No,-1,Fair,2,Fairly happy,5,5.171761269472838
350,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,2012,Male,1,Never married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
357,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
358,2012,Female,-1,Married,2,2,No,-1,Fair,2,Very happy,6,5.171761269472838
359,2012,Male,1,Married,3,NA,NA,NA,NA,NA,NA,NA,NA
362,2012,Male,1,Never married,NA,2,NA,NA,Good,3,Fairly happy,5,5.412520191166162
366,2012,Male,1,Widowed,NA,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
367,2012,Female,-1,Divorced,NA,3,Yes,1,Good,3,Very happy,6,5.412520191166161
368,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
371,2012,Female,-1,Divorced,NA,3,NA,NA,Fair,2,Fairly happy,5,5.171761269472838
376,2012,Female,-1,Widowed,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,2012,Female,-1,Married,2,NA,No,-1,Very good,4,Fairly happy,5,5.653279112859485
378,2012,Female,-1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
383,2012,Female,-1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
384,2012,Female,-1,Widowed,NA,3,Yes,1,Fair,2,Completely unhappy,1,5.171761269472838
386,2012,Female,-1,Married,3,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
387,2012,Female,-1,Divorced,NA,2,Yes,1,Fair,2,Neither happy nor unhappy,4,5.171761269472839
389,2012,Female,-1,Divorced,NA,2,Yes,1,Good,3,Fairly happy,5,5.412520191166162
391,2012,Male,1,Divorced,NA,NA,No,-1,Fair,2,Fairly happy,5,5.171761269472838
392,2012,Male,1,Never married,NA,3,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
399,2012,Female,-1,Widowed,NA,4,No,-1,Very good,4,Very happy,6,5.653279112859485
406,2012,Female,-1,Married,3,2,No,-1,Good,3,Very happy,6,5.412520191166161
408,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
409,2012,Female,-1,Married,3,2,No,-1,Good,3,Fairly happy,5,5.412520191166162
411,2012,Male,1,Never married,NA,2,NA,NA,Poor,1,Fairly happy,5,4.931002347779515
412,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
413,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
414,2012,Female,-1,Married,2,2,No,-1,Excellent,5,Fairly happy,5,5.894038034552808
417,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Completely happy,7,5.894038034552808
421,2012,Male,1,Married,3,NA,NA,NA,NA,NA,NA,NA,NA
432,2012,Female,-1,Married,3,2,No,-1,Excellent,5,Very happy,6,5.894038034552808
434,2012,Male,1,Married,3,NA,No,-1,Very good,4,Completely happy,7,5.653279112859485
437,2012,Male,1,Divorced,NA,NA,No,-1,NA,NA,NA,NA,NA
444,2012,Male,1,Married,2,NA,NA,NA,NA,NA,NA,NA,NA
456,2012,Female,-1,Married,3,NA,No,-1,Good,3,Completely happy,7,5.412520191166162
461,2012,Female,-1,Married,3,NA,No,-1,Very good,4,Very happy,6,5.653279112859485
462,2012,Female,-1,Divorced,NA,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
463,2012,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
474,2012,Female,-1,Widowed,NA,2,No,-1,Good,3,Fairly happy,5,5.412520191166162
476,2012,Female,-1,Divorced,NA,4,NA,NA,Good,3,Very happy,6,5.412520191166161
482,2012,Male,1,Married,3,2,No,-1,Fair,2,Very happy,6,5.171761269472838
486,2012,Female,-1,Divorced,NA,3,No,-1,Fair,2,Fairly happy,5,5.171761269472838
488,2012,Female,-1,Never married,NA,NA,NA,NA,Very good,4,Fairly happy,5,5.653279112859485
497,2012,Male,1,Married,2,2,No,-1,Fair,2,Fairly happy,5,5.171761269472838
498,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
499,2012,Female,-1,Separated,NA,2,NA,NA,Good,3,Fairly happy,5,5.412520191166162
500,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
502,2012,Male,1,Married,2,NA,No,-1,NA,NA,NA,NA,NA
503,2012,Male,1,Never married,NA,3,NA,NA,Good,3,Very unhappy,2,5.412520191166161
506,2012,Male,1,Married,2,3,No,-1,Good,3,Fairly happy,5,5.412520191166162
509,2012,Male,1,Never married,NA,2,NA,NA,Very good,4,Completely happy,7,5.653279112859485
510,2012,Male,1,Widowed,NA,NA,Yes,1,NA,NA,NA,NA,NA
517,2012,Female,-1,Married,3,3,No,-1,Good,3,Completely happy,7,5.412520191166162
526,2012,Female,-1,Never married,NA,2,NA,NA,Good,3,Fairly happy,5,5.412520191166162
528,2012,Male,1,Married,3,3,NA,NA,Fair,2,Very happy,6,5.171761269472838
531,2012,Male,1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
534,2012,Female,-1,Married,2,2,No,-1,Good,3,Very happy,6,5.412520191166161
535,2012,Female,-1,Never married,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,2012,Female,-1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
555,2012,Female,-1,Divorced,NA,3,NA,NA,Good,3,Very happy,6,5.412520191166161
560,2012,Female,-1,Married,1,7,No,-1,Fair,2,Very happy,6,5.171761269472838
561,2012,Female,-1,Widowed,NA,6,No,-1,Fair,2,Very happy,6,5.171761269472838
570,2012,Male,1,Married,3,NA,No,-1,NA,NA,NA,NA,NA
571,2012,Female,-1,Never married,NA,NA,NA,NA,Good,3,Fairly happy,5,5.412520191166162
573,2012,Male,1,Divorced,NA,2,No,-1,Very good,4,Fairly happy,5,5.653279112859485
574,2012,Male,1,Married,3,NA,Yes,1,NA,NA,NA,NA,NA
578,2012,Male,1,Married,2,4,Yes,1,Excellent,5,Fairly happy,5,5.894038034552808
